STATUS ,BibID,Collection,Directory,File Path,,Link to Print at Penn,,,File name,,FOUND PATH
MATCH,2347311,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_mt654_c58_l47_1568,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2347311,,,folio_mt654_c58_l47_1568,,./folio_mt654_c58_l47_1568
MATCH,2477406,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\foliodc148_c65_1804,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2477406,,,foliodc148_c65_1804,,./foliodc148_c65_1804
MATCH,1045629,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\foliods486_b7_b57_1905,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1045629,,,foliods486_b7_b57_1905,,./foliods486_b7_b57_1905
MATCH,1778541,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\furness_pr2821_a2_c5_wk1_1846,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1778541,,,furness_pr2821_a2_c5_wk1_1846,,./furness_pr2821_a2_c5_wk1_1846
MATCH,1778229,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\furness_pr2821_a2_c5_wk2_1846,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1778229,,,furness_pr2821_a2_c5_wk2_1846,,./furness_pr2821_a2_c5_wk2_1846
MATCH,4948994,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC5_A100_546h,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4948994,,,GC5_A100_546h,,./GC5_A100_546h
MATCH,4949056,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC5_A100_546v,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4949056,,,GC5_A100_546v,,./GC5_A100_546v
MATCH,4949092,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC5_A100_547n,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4949092,,,GC5_A100_547n,,./GC5_A100_547n
MATCH,4959614,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC5_B3272_547s,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4959614,,,GC5_B3272_547s,,./GC5_B3272_547s
MATCH,5199647,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\gc5_l9748_512h,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5199647,,,gc5_l9748_512h,,./gc5_l9748_512h
MATCH,5702436,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_A100_553l,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5702436,,,GC55_A100_553l,,./GC55_A100_553l
MATCH,5703372,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_A100_555p,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5703372,,,GC55_A100_555p,,./GC55_A100_555p
MATCH,5739071,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_A100_584a2,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5739071,,,GC55_A100_584a2,,./GC55_A100_584a2
MATCH,5814505,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_H3624_566l,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5814505,,,GC55_H3624_566l,,./GC55_H3624_566l
MATCH,5858611,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_Sc768_550a,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5858611,,,GC55_Sc768_550a,,./GC55_Sc768_550a
MATCH,5878115,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_Si613_559p,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5878115,,,GC55_Si613_559p,,./GC55_Si613_559p
MATCH,5895905,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC55_W5165_566K_1614,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5895905,,,GC55_W5165_566K_1614,,./GC55_W5165_566K_1614
MATCH,5904211,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC6_A100_607l,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5904211,,,GC6_A100_607l,,./GC6_A100_607l
MATCH,5905535,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC6_A100_617z,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5905535,,,GC6_A100_617z,,./GC6_A100_617z
MATCH,5911561,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC6_A100_629w,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5911561,,,GC6_A100_629w,,./GC6_A100_629w
MATCH,6051941,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\GC6_L_1977_621d,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6051941,,,GC6_L_1977_621d,,./GC6_L_1977_621d
MATCH,206293,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\guasco,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=206293,,,guasco,,./guasco
MATCH,2341070,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\H531A,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2341070,,,H531A,,./H531A
MATCH,597223,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\hd1485_p6_f4,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=597223,,,hd1485_p6_f4,,./hd1485_p6_f4
MATCH,6229540,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\hf5456_b7_l32_1888,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6229540,,,hf5456_b7_l32_1888,,./hf5456_b7_l32_1888
MATCH,6233414,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\hg3350_t34_t358_1920,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6233414,,,hg3350_t34_t358_1920,,./hg3350_t34_t358_1920
MATCH,6245731,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\hj9927_j3_k35_1896,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6245731,,,hj9927_j3_k35_1896,,./hj9927_j3_k35_1896
MATCH,292013,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\hn670_3_z9_c57_1981,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=292013,,,hn670_3_z9_c57_1981,,./hn670_3_z9_c57_1981
MATCH,4915035,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ic5_b4744_551d,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4915035,,,ic5_b4744_551d,,./ic5_b4744_551d
MATCH,4013636,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ic55v5689_597c,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4013636,,,ic55v5689_597c,,./ic55v5689_597c
MATCH,3742389,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\inc_p_652,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3742389,,,inc_p_652,,./inc_p_652
MATCH,4336157,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\inquisition_broadside,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4336157,,,inquisition_broadside,,./inquisition_broadside
MATCH,709417,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\k_p374,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=709417,,,k_p374,,./k_p374
MATCH,4948542,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\latc_c2994_531c,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4948542,,,latc_c2994_531c,,./latc_c2994_531c
NO MATCH,5020873,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\latc_ov403_ei7_1518_wk1,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5020873,,,latc_ov403_ei7_1518_wk1,,""
MATCH,1045126,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\lb2371_f6,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1045126,,,lb2371_f6,,./lb2371_f6
MATCH,6876426,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\LD_4549_5_S68_1953,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6876426,,,LD_4549_5_S68_1953,,./LD_4549_5_S68_1953
NO MATCH,864181,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Lea_Z1020_1559b,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=864181,,,Lea_Z1020_1559b,,""
MATCH,46164,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\m1490_m38,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=46164,,,m1490_m38,,./m1490_m38
MATCH,3555929,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\mapcase_g7650_d45_1800,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3555929,,,mapcase_g7650_d45_1800,,./mapcase_g7650_d45_1800
NO MATCH,594061,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\ML3920_R7,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=594061,,,ML3920_R7,,""
MATCH,7013166,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Ms_Coll_1217_box1_folder3,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7013166,,,Ms_Coll_1217_box1_folder3,,./Ms_Coll_1217_box1_folder3
MATCH,4477457,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\N_8_17,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4477457,,,N_8_17,,./N_8_17
MATCH,4374261,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\na3700_b6_1866,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4374261,,,na3700_b6_1866,,./na3700_b6_1866
MATCH,6984803,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pa6382_a2_1590,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6984803,,,pa6382_a2_1590,,./pa6382_a2_1590
MATCH,4805804,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pj5050_e96_k33164_1512,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4805804,,,pj5050_e96_k33164_1512,,./pj5050_e96_k33164_1512
MATCH,1637022,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\PQ1959_C8_Z3515_1770,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1637022,,,PQ1959_C8_Z3515_1770,,./PQ1959_C8_Z3515_1770
MATCH,4989524,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pq4619_c9_h9_1545,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4989524,,,pq4619_c9_h9_1545,,./pq4619_c9_h9_1545
MATCH,6251847,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pq6437_u95_d3_1624,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6251847,,,pq6437_u95_d3_1624,,./pq6437_u95_d3_1624
MATCH,4123419,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr_3991_a1_n39_1850,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4123419,,,pr_3991_a1_n39_1850,,./pr_3991_a1_n39_1850
MATCH,1693595,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr_4001_a45_h66_1850,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1693595,,,pr_4001_a45_h66_1850,,./pr_4001_a45_h66_1850
MATCH,260985,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr3291_a1_b35_1729b,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=260985,,,pr3291_a1_b35_1729b,,./pr3291_a1_b35_1729b
MATCH,991696,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr3317l7_1694,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=991696,,,pr3317l7_1694,,./pr3317l7_1694
NO MATCH,105039,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr3359_c5t72_1781,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=105039,,,pr3359_c5t72_1781,,""
MATCH,1801343,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pr3369_c7_h5_1751,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1801343,,,pr3369_c7_h5_1751,,./pr3369_c7_h5_1751
MATCH,159461,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\PR3639_P445_V57_1784,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=159461,,,PR3639_P445_V57_1784,,./EarlyNovelsDigitization/PR3639_P445_V57_1784
NO MATCH,6252723,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\print_coll23_fldr18_0001,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6252723,,,print_coll23_fldr18_0001,,""
NO MATCH,203330,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\psas_I,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=203330,,,psas_I,,""
NO MATCH,958702,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\psas_II,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=958702,,,psas_II,,""
NO MATCH,959701,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\psas_III,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=959701,,,psas_III,,""
NO MATCH,1004147,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\psas_IV,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1004147,,,psas_IV,,""
MATCH,584317,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\pt_2387_a3_s66_1800b,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=584317,,,pt_2387_a3_s66_1800b,,./pt_2387_a3_s66_1800b
MATCH,6426134,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\PT1709_B49_L8_1520,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6426134,,,PT1709_B49_L8_1520,,./PT1709_B49_L8_1520
NO MATCH,2343691,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\r128_7_r515_pt1,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2343691,,,r128_7_r515_pt1,,""
NO MATCH,366292,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\referencesources,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=366292,,,referencesources,,""
MATCH,218927,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\s108_p5_p4833_1985,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=218927,,,s108_p5_p4833_1985,,./s108_p5_p4833_1985
MATCH,4396736,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\S25_1_3,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=4396736,,,S25_1_3,,./S25_1_3
MATCH,3390936,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sc5_m2934_525h_1535,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3390936,,,sc5_m2934_525h_1535,,./sc5_m2934_525h_1535
MATCH,3504410,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sc6_j3273_624d,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3504410,,,sc6_j3273_624d,,./sc6_j3273_624d
MATCH,3521903,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sc6_v5223_pte23_1629,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3521903,,,sc6_v5223_pte23_1629,,./sc6_v5223_pte23_1629
MATCH,3521973,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sc6_v5223_pte25_1631,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3521973,,,sc6_v5223_pte25_1631,,./sc6_v5223_pte25_1631
MATCH,3522002,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sc6_v5223_pte27_1633,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3522002,,,sc6_v5223_pte27_1633,,./sc6_v5223_pte27_1633
MATCH,204461,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sf624_p4_m37_1984,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=204461,,,sf624_p4_m37_1984,,./sf624_p4_m37_1984
MATCH,2667995,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\sf887_r6,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2667995,,,sf887_r6,,./sf887_r6
MATCH,214615,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\smith_425_d175,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=214615,,,smith_425_d175,,./smith_425_d175
MATCH,389617,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\smith540_1_h876,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=389617,,,smith540_1_h876,,./smith540_1_h876
MATCH,1092986,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\storagefolio_MT222_b24,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1092986,,,storagefolio_MT222_b24,,./storagefolio_MT222_b24
MATCH,797575,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\TP590_N48,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=797575,,,TP590_N48,,./TP590_N48
MATCH,3807229,Other,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Z999_C38_1764,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3807229,,,Z999_C38_1764,,./Z999_C38_1764
MATCH,938478,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\560_9782_ei83,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=938478,,,560_9782_ei83,,./560_9782_ei83
NO MATCH,1078458,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\606_ph1876_27_v1-2,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1078458,,,606_ph1876_27_v1-2,,""
MATCH,956095,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bf1475_h2_1907,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=956095,,,bf1475_h2_1907,,./bf1475_h2_1907
MATCH,7231981,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\BF1681_E7_1694,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7231981,,,BF1681_E7_1694,,./BF1681_E7_1694
MATCH,197654,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\bv4310a13_1764,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=197654,,,bv4310a13_1764,,./bv4310a13_1764
MATCH,360680,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\curtis_608,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=360680,,,curtis_608,,./curtis_608
MATCH,2934321,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\curtis455,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2934321,,,curtis455,,./curtis455
MATCH,2925749,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\curtis84,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=2925749,,,curtis84,,./curtis84
NO MATCH,7253175,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\DS833_K3712281,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=7253175,,,DS833_K3712281,,""
MATCH,1341633,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\E311_H9_1796,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1341633,,,E311_H9_1796,,./E311_H9_1796
MATCH,5910114,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\EC7_T3852_730t,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5910114,,,EC7_T3852_730t,,./EC7_T3852_730t
MATCH,5851440,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\FC55_ES868_EF575C,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5851440,,,FC55_ES868_EF575C,,./FC55_ES868_EF575C
NO MATCH,1037285,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_b127_n4_x56_1556_v1-32,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1037285,,,folio_b127_n4_x56_1556_v1-32,,""
MATCH,3188716,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\folio_inc_c574,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3188716,,,folio_inc_c574,,./folio_inc_c574
MATCH,3441687,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\Folio_PR2399_W7_C68_1621,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3441687,,,Folio_PR2399_W7_C68_1621,,./Folio_PR2399_W7_C68_1621
MATCH,6768025,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\FranklinBroadside,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=6768025,,,FranklinBroadside,,./FranklinBroadside
NO MATCH,673396,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\he4491_p52_1916,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=673396,,,he4491_p52_1916,,""
MATCH,3242104,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\inc_l_124,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3242104,,,inc_l_124,,./inc_l_124
MATCH,3742364,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\inc_p_1112,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=3742364,,,inc_p_1112,,./inc_p_1112
NO MATCH,5407314,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\IndC_B6397_846r_full,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=5407314,,,IndC_B6397_846r_full,,""
NO MATCH,1968113,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\kf355_p55_m3_1883a,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1968113,,,kf355_p55_m3_1883a,,""
MATCH,1882817,Other*,sceti-completed\One_Off_Printed\,sceti-completed\One_Off_Printed\kjbible,,http://dla.library.upenn.edu/dla/print/pageturn.html?q=1882817,,,kjbible,,./OldERICTransfers/kjbible
